LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
5883,3110,2914,31-05-2023,01-03-2025,Returned,980
5884,3540,2518,15-11-2023,13-12-2024,Returned,488
5885,3492,2044,13-04-2024,11-05-2025,Returned,486
5886,3912,2659,19-01-2024,30-07-2024,Returned,86
5887,3357,2214,12-03-2024,01-07-2024,Returned,0
5888,3136,2364,18-07-2023,10-03-2025,Returned,902
5889,3940,2209,11-06-2023,15-08-2024,Returned,562
5890,3360,2174,27-12-2023,02-11-2024,Returned,322
5891,3518,2928,20-02-2024,25-09-2024,Returned,136
5892,3405,2958,02-02-2024,,Issued,0
5893,3232,2495,24-07-2022,23-12-2024,Returned,1466
5894,3222,2903,15-06-2022,,Issued,0
5895,3153,2700,22-11-2023,,Issued,0
5896,3958,2504,14-09-2023,01-08-2024,Returned,344
5897,3873,2454,08-08-2023,06-01-2025,Returned,734
5898,3704,2332,26-09-2023,28-08-2024,Returned,374
5899,3512,2485,16-10-2023,29-06-2024,Returned,214
5900,3001,2975,29-01-2023,21-07-2024,Returned,778
5901,3310,2327,22-09-2023,,Issued,0
5902,3145,2018,17-01-2024,24-11-2024,Returned,324
5903,3626,2012,24-10-2022,27-04-2025,Returned,1532
5904,3121,2115,18-10-2023,28-04-2025,Returned,816
5905,3058,2755,15-02-2024,23-03-2025,Returned,504
5906,3234,2102,14-01-2024,17-10-2024,Returned,254
5907,3256,2739,23-08-2022,10-08-2024,Returned,1136
5908,3672,2772,07-10-2022,,Issued,0
5909,3379,2578,25-01-2023,09-04-2025,Returned,1310
5910,3059,2821,25-11-2023,08-01-2025,Returned,520
5911,3220,2829,05-05-2023,,Issued,0
5912,3748,2414,26-01-2024,19-12-2024,Returned,356
5913,3025,2551,26-02-2023,12-12-2024,Returned,1010
5914,3336,2750,15-11-2023,06-09-2024,Returned,292
5915,3065,2250,24-03-2024,13-12-2024,Returned,228
5916,3351,2582,12-05-2023,19-05-2025,Returned,1176
5917,3729,2267,21-12-2022,17-05-2025,Returned,1456
5918,3655,2873,11-08-2022,17-08-2024,Returned,1174
5919,3225,2392,04-09-2023,30-12-2024,Returned,666
5920,3899,2139,16-12-2022,20-08-2024,Returned,926
5921,3177,2331,15-01-2023,11-12-2024,Returned,1092
5922,3333,2950,11-08-2022,11-12-2024,Returned,1406
5923,3837,2718,30-10-2022,24-12-2024,Returned,1272
5924,3301,2953,11-04-2023,28-09-2024,Returned,772
5925,3591,2286,26-09-2022,19-10-2024,Returned,1208
5926,3365,2392,08-11-2023,10-04-2025,Returned,738
5927,3426,2410,17-09-2022,14-03-2025,Returned,1518
5928,3603,2901,28-06-2023,26-11-2024,Returned,734
5929,3744,2444,13-11-2023,10-11-2024,Returned,426
5930,3681,2311,27-06-2023,01-09-2024,Returned,564
5931,3212,2575,11-03-2023,04-06-2024,Returned,602
5932,3058,2477,12-03-2023,29-08-2024,Returned,772
5933,3117,2470,06-07-2022,09-06-2024,Returned,1108
5934,3767,2233,08-10-2022,23-02-2025,Returned,1438
5935,3960,2308,27-03-2024,23-09-2024,Returned,60
5936,3082,2758,09-10-2023,19-11-2024,Returned,514
5937,3691,2725,04-03-2023,,Issued,0
5938,3718,2733,28-05-2024,05-07-2024,Returned,0
5939,3028,2360,26-09-2022,,Issued,0
5940,3187,2941,31-03-2024,23-08-2024,Returned,0
5941,3525,2362,25-05-2023,20-10-2024,Returned,728
5942,3837,2242,10-10-2022,14-06-2024,Returned,926
5943,3038,2931,07-11-2023,21-07-2024,Returned,214
5944,3363,2849,28-09-2023,23-05-2025,Returned,906
5945,3241,2343,19-05-2024,08-07-2024,Returned,0
5946,3484,2931,31-12-2022,13-05-2025,Returned,1428
5947,3255,2234,24-04-2024,21-06-2024,Returned,0
5948,3401,2104,18-09-2022,22-03-2025,Returned,1532
5949,3953,2721,08-04-2024,19-11-2024,Returned,150
5950,3282,2654,21-03-2024,28-01-2025,Returned,326
5951,3483,2492,11-02-2023,,Issued,0
5952,3526,2719,19-06-2023,12-12-2024,Returned,784
5953,3760,2778,07-09-2023,19-07-2024,Returned,332
5954,3311,2090,09-12-2023,,Issued,0
5955,3104,2770,08-05-2023,21-01-2025,Returned,948
5956,3736,2387,30-12-2022,27-05-2025,Returned,1458
5957,3236,2716,03-03-2023,29-06-2024,Returned,668
5958,3662,2672,16-10-2022,,Issued,0
5959,3152,2107,28-12-2022,10-11-2024,Returned,1066
5960,3224,2838,07-04-2024,29-08-2024,Returned,0
5961,3637,2247,23-12-2023,22-06-2024,Returned,64
5962,3965,2152,30-01-2023,04-02-2025,Returned,1172
5963,3698,2832,21-11-2023,05-09-2024,Returned,278
5964,3851,2343,08-07-2023,19-07-2024,Returned,454
5965,3939,2363,13-06-2022,03-09-2024,Returned,1326
5966,3894,2109,01-02-2024,15-04-2025,Returned,578
5967,3647,2727,03-03-2023,07-04-2025,Returned,1232
5968,3340,2291,07-08-2022,12-03-2025,Returned,1596
5969,3177,2494,06-04-2023,27-05-2025,Returned,1264
5970,3558,2623,27-02-2023,29-04-2025,Returned,1284
5971,3237,2235,02-01-2024,27-03-2025,Returned,600
5972,3974,2637,22-06-2023,,Issued,0
5973,3813,2642,26-04-2024,13-06-2024,Returned,0
5974,3652,2386,01-05-2024,19-04-2025,Returned,406
5975,3127,2925,01-02-2023,04-11-2024,Returned,984
5976,3480,2712,10-03-2024,02-06-2024,Returned,0
5977,3188,2910,03-01-2023,20-01-2025,Returned,1196
5978,3855,2235,15-10-2023,05-11-2024,Returned,474
5979,3834,2737,31-07-2023,08-07-2024,Returned,386
5980,3557,2454,18-02-2024,12-02-2025,Returned,420
5981,3078,2914,22-12-2023,,Issued,0
5982,3274,2732,06-04-2024,,Issued,0
5983,3624,2578,25-04-2023,29-11-2024,Returned,868
5984,3813,2393,24-02-2024,31-01-2025,Returned,384
5985,3077,2066,05-11-2022,22-04-2025,Returned,1498
5986,3698,2128,17-02-2024,20-12-2024,Returned,314
5987,3517,2807,26-07-2023,01-05-2025,Returned,990
5988,3160,2850,29-09-2022,26-05-2025,Returned,1640
5989,3454,2747,08-10-2023,10-06-2024,Returned,192
5990,3366,2214,09-11-2023,06-02-2025,Returned,610
5991,3030,2128,23-05-2023,20-01-2025,Returned,916
5992,3658,2441,08-12-2022,06-04-2025,Returned,1400
5993,3756,2652,02-01-2024,23-01-2025,Returned,474
5994,3481,2273,07-08-2023,29-12-2024,Returned,720
5995,3756,2180,19-10-2022,09-03-2025,Returned,1444
5996,3271,2044,30-01-2024,20-01-2025,Returned,412
5997,3460,2358,26-02-2024,05-06-2024,Returned,0
5998,3307,2689,24-06-2023,18-05-2025,Returned,1088
5999,3790,2924,21-06-2022,23-08-2024,Returned,1288
6000,3902,2762,29-01-2023,14-09-2024,Returned,888
6001,3711,2196,07-03-2023,08-02-2025,Returned,1108
6002,3186,2592,11-04-2024,21-11-2024,Returned,148
6003,3035,2731,29-04-2024,07-02-2025,Returned,268
6004,3132,2052,13-11-2023,,Issued,0
6005,3594,2875,06-08-2022,26-01-2025,Returned,1508
6006,3433,2018,21-09-2023,30-12-2024,Returned,632
6007,3984,2152,12-05-2024,02-04-2025,Returned,350
6008,3696,2501,26-10-2023,10-03-2025,Returned,702
6009,3912,2776,02-11-2022,07-10-2024,Returned,1110
6010,3523,2459,05-06-2023,18-04-2025,Returned,1066
6011,3123,2567,03-01-2023,,Issued,0
6012,3031,2910,30-10-2023,13-02-2025,Returned,644
6013,3431,2638,02-09-2022,16-02-2025,Returned,1496
6014,3580,2832,11-01-2024,18-09-2024,Returned,202
6015,3140,2497,19-09-2022,25-01-2025,Returned,1418
6016,3061,2697,02-06-2023,23-04-2025,Returned,1082
6017,3889,2469,31-07-2023,28-11-2024,Returned,672
6018,3876,2743,30-10-2022,03-05-2025,Returned,1532
6019,3362,2096,27-07-2022,17-12-2024,Returned,1448
6020,3955,2203,08-01-2023,14-11-2024,Returned,1052
6021,3010,2265,18-12-2023,13-10-2024,Returned,300
6022,3486,2291,11-11-2022,06-04-2025,Returned,1454
6023,3157,2922,29-01-2024,25-06-2024,Returned,0
6024,3643,2666,19-10-2023,01-03-2025,Returned,698
6025,3542,2818,20-12-2022,08-11-2024,Returned,1078
6026,3435,2637,17-08-2022,12-12-2024,Returned,1396
6027,3864,2657,17-03-2024,11-12-2024,Returned,238
6028,3346,2800,30-12-2023,20-01-2025,Returned,474
6029,3562,2141,11-10-2022,18-02-2025,Returned,1422
6030,3708,2931,22-02-2023,09-11-2024,Returned,952
6031,3558,2026,26-09-2023,,Issued,0
6032,3018,2061,23-02-2024,27-12-2024,Returned,316
6033,3904,2813,15-03-2023,26-05-2025,Returned,1306
6034,3628,2255,16-01-2023,20-11-2024,Returned,1048
6035,3239,2988,02-09-2023,11-07-2024,Returned,326
6036,3319,2742,28-10-2023,03-09-2024,Returned,322
6037,3445,2283,09-08-2022,04-07-2024,Returned,1090
6038,3304,2639,18-01-2023,31-05-2025,Returned,1428
6039,3308,2006,21-02-2023,25-07-2024,Returned,740
6040,3889,2207,03-12-2022,05-11-2024,Returned,1106
6041,3494,2514,26-07-2022,23-02-2025,Returned,1586
6042,3333,2832,18-03-2024,07-03-2025,Returned,408
6043,3922,2028,13-08-2023,21-05-2025,Returned,994
6044,3734,2109,22-08-2022,13-08-2024,Returned,1144
6045,3454,2256,09-09-2023,07-12-2024,Returned,610
6046,3906,2234,11-03-2023,08-10-2024,Returned,854
6047,3060,2978,24-06-2022,25-09-2024,Returned,1348
6048,3810,2649,05-02-2023,28-12-2024,Returned,1084
6049,3833,2474,02-03-2024,,Issued,0
6050,3944,2336,07-06-2022,13-11-2024,Returned,1480
6051,3389,2242,15-09-2022,01-01-2025,Returned,1378
6052,3162,2758,05-06-2022,16-03-2025,Returned,1730
6053,3694,2965,15-08-2022,13-03-2025,Returned,1582
6054,3355,2086,20-02-2023,27-07-2024,Returned,746
6055,3093,2921,30-07-2022,09-02-2025,Returned,1550
6056,3688,2503,17-01-2024,30-12-2024,Returned,396
6057,3485,2312,09-10-2022,05-03-2025,Returned,1456
6058,3475,2337,11-02-2023,22-04-2025,Returned,1302
6059,3057,2677,14-09-2023,23-07-2024,Returned,326
6060,3728,2284,29-03-2024,,Issued,0
6061,3615,2320,05-07-2022,31-08-2024,Returned,1276
6062,3536,2674,12-01-2024,06-09-2024,Returned,176
6063,3110,2247,17-05-2023,06-01-2025,Returned,900
6064,3379,2822,16-02-2023,24-10-2024,Returned,932
6065,3572,2803,20-11-2022,19-08-2024,Returned,976
6066,3743,2665,22-06-2022,06-10-2024,Returned,1374
6067,3817,2676,11-06-2023,17-01-2025,Returned,872
6068,3885,2244,23-03-2024,07-03-2025,Returned,398
6069,3456,2323,22-07-2023,08-04-2025,Returned,952
6070,3001,2467,22-08-2022,07-01-2025,Returned,1438
6071,3672,2661,17-09-2022,26-06-2024,Returned,996
6072,3532,2982,02-05-2023,,Issued,0
6073,3027,2980,01-07-2023,20-09-2024,Returned,594
6074,3430,2410,18-10-2022,10-03-2025,Returned,1448
6075,3686,2557,07-03-2024,21-03-2025,Returned,458
6076,3061,2173,29-11-2023,14-12-2024,Returned,462
6077,3872,2399,16-12-2023,,Issued,0
6078,3295,2787,09-02-2024,04-05-2025,Returned,600
6079,3948,2158,15-12-2023,10-04-2025,Returned,664
6080,3871,2591,24-11-2023,,Issued,0
6081,3624,2882,18-09-2023,26-01-2025,Returned,692
6082,3395,2189,20-03-2024,28-10-2024,Returned,144
6083,3990,2227,23-08-2022,14-10-2024,Returned,1266
6084,3023,2730,30-10-2023,22-12-2024,Returned,538
6085,3472,2039,12-01-2023,16-11-2024,Returned,1048
6086,3496,2756,08-10-2023,03-12-2024,Returned,544
6087,3469,2076,25-06-2022,11-10-2024,Returned,1378
6088,3776,2731,09-04-2024,03-03-2025,Returned,356
6089,3721,2742,23-02-2024,23-02-2025,Returned,432
6090,3841,2511,31-12-2022,04-01-2025,Returned,1170
6091,3499,2571,27-12-2023,30-08-2024,Returned,194
6092,3346,2865,06-12-2023,14-12-2024,Returned,448
6093,3258,2683,30-05-2024,,Issued,0
6094,3548,2182,19-05-2023,01-11-2024,Returned,764
6095,3931,2822,17-09-2023,01-10-2024,Returned,460
6096,3638,2680,29-11-2022,31-08-2024,Returned,982
6097,3438,2812,06-03-2024,27-08-2024,Returned,48
6098,3490,2826,22-05-2023,22-12-2024,Returned,860
6099,3519,2029,24-07-2023,,Issued,0
6100,3081,2943,02-11-2022,18-10-2024,Returned,1132
6101,3844,2567,03-01-2023,26-10-2024,Returned,1024
6102,3779,2027,25-01-2024,17-04-2025,Returned,596
6103,3284,2136,12-11-2022,28-02-2025,Returned,1378
6104,3102,2919,03-01-2023,22-02-2025,Returned,1262
6105,3863,2294,25-10-2022,21-05-2025,Returned,1578
6106,3708,2266,12-07-2023,19-09-2024,Returned,570
6107,3657,2959,04-05-2023,12-02-2025,Returned,1000
6108,3943,2414,13-06-2022,23-11-2024,Returned,1488
6109,3867,2419,04-06-2022,27-01-2025,Returned,1636
6110,3818,2685,17-04-2023,24-09-2024,Returned,752
6111,3080,2667,05-05-2024,27-05-2025,Returned,474
6112,3762,2323,24-10-2022,18-03-2025,Returned,1452
6113,3311,2578,23-01-2024,30-06-2024,Returned,18
6114,3034,2491,04-08-2023,11-03-2025,Returned,870
6115,3020,2157,03-08-2022,29-05-2025,Returned,1760
6116,3166,2206,09-12-2023,13-02-2025,Returned,564
6117,3888,2694,18-09-2022,13-03-2025,Returned,1514
6118,3174,2326,19-03-2024,24-03-2025,Returned,440
6119,3024,2133,12-01-2024,04-06-2024,Returned,0
6120,3426,2066,05-04-2023,06-10-2024,Returned,800
6121,3032,3000,28-08-2023,,Issued,0
6122,3314,2066,03-12-2022,03-01-2025,Returned,1224
6123,3624,2704,19-12-2022,,Issued,0
6124,3016,2170,13-07-2022,06-06-2024,Returned,1088
6125,3140,2666,05-03-2023,,Issued,0
6126,3224,2492,11-10-2022,01-10-2024,Returned,1142
6127,3585,2663,30-07-2022,04-02-2025,Returned,1540
6128,3687,2099,18-07-2023,18-06-2024,Returned,372
6129,3994,2228,26-03-2024,24-10-2024,Returned,124
6130,3750,2591,25-01-2023,,Issued,0
6131,3154,2961,16-09-2022,13-06-2024,Returned,972
6132,3338,2364,26-10-2023,19-03-2025,Returned,720
6133,3410,2091,18-03-2023,30-07-2024,Returned,700
6134,3073,2326,22-12-2023,29-09-2024,Returned,264
6135,3063,2295,25-07-2022,06-09-2024,Returned,1248
6136,3061,2027,31-12-2022,05-04-2025,Returned,1352
6137,3903,2065,15-05-2023,23-05-2025,Returned,1178
6138,3990,2831,13-05-2023,10-09-2024,Returned,672
6139,3117,2599,11-12-2022,04-01-2025,Returned,1210
6140,3887,2224,05-09-2022,19-08-2024,Returned,1128
6141,3255,2166,09-02-2024,27-04-2025,Returned,586
6142,3628,2645,12-04-2023,07-02-2025,Returned,1034
6143,3779,2542,07-07-2022,21-02-2025,Returned,1620
6144,3317,2039,08-05-2024,11-11-2024,Returned,74
6145,3500,2928,15-05-2023,17-10-2024,Returned,742
6146,3932,2138,23-04-2023,27-11-2024,Returned,868
6147,3192,2437,19-10-2023,16-09-2024,Returned,366
6148,3914,2058,03-01-2023,19-09-2024,Returned,950
6149,3377,2737,12-02-2024,01-05-2025,Returned,588
6150,3590,2628,14-07-2023,19-07-2024,Returned,442
6151,3247,2295,26-12-2023,,Issued,0
6152,3649,2088,26-04-2023,29-04-2025,Returned,1168
6153,3991,2403,15-10-2023,11-02-2025,Returned,670
6154,3758,2740,14-10-2022,29-06-2024,Returned,948
6155,3627,2172,21-01-2024,19-06-2024,Returned,0
6156,3579,2497,06-11-2023,20-03-2025,Returned,700
6157,3215,2635,18-06-2022,18-12-2024,Returned,1528
6158,3088,2975,28-02-2024,25-02-2025,Returned,426
6159,3153,2337,03-01-2024,05-01-2025,Returned,436
6160,3504,2756,04-04-2023,20-11-2024,Returned,892
6161,3262,2054,18-08-2023,19-08-2024,Returned,434
6162,3944,2485,17-07-2022,13-11-2024,Returned,1400
6163,3767,2378,08-11-2023,30-03-2025,Returned,716
6164,3484,2787,22-05-2024,12-03-2025,Returned,288
6165,3571,2525,22-04-2024,08-04-2025,Returned,402
6166,3991,2590,31-08-2022,06-04-2025,Returned,1598
6167,3829,2556,28-02-2024,06-12-2024,Returned,264
6168,3161,2321,25-08-2022,13-04-2025,Returned,1624
6169,3516,2704,21-02-2024,28-02-2025,Returned,446
6170,3138,2376,26-03-2024,18-07-2024,Returned,0
6171,3669,2518,03-06-2023,29-07-2024,Returned,544
6172,3557,2541,26-11-2022,28-09-2024,Returned,1044
6173,3187,2814,25-08-2022,26-01-2025,Returned,1470
6174,3737,2434,15-10-2022,29-08-2024,Returned,1068
6175,3908,2401,28-05-2023,,Issued,0
6176,3238,2508,13-04-2024,06-06-2024,Returned,0
6177,3751,2498,16-09-2022,,Issued,0
6178,3633,2623,17-08-2022,20-05-2025,Returned,1714
6179,3084,2596,02-04-2023,02-03-2025,Returned,1100
6180,3217,2072,10-04-2024,09-09-2024,Returned,4
6181,3684,2149,17-01-2023,01-12-2024,Returned,1068
6182,3406,2310,21-01-2023,21-08-2024,Returned,856
6183,3530,2511,17-04-2024,16-01-2025,Returned,248
6184,3599,2295,24-11-2023,15-08-2024,Returned,230
6185,3335,2050,10-01-2024,17-03-2025,Returned,564
6186,3419,2268,04-12-2023,09-02-2025,Returned,566
6187,3857,2331,03-06-2023,25-12-2024,Returned,842
6188,3184,2537,14-03-2024,10-01-2025,Returned,304
6189,3889,2148,25-04-2024,19-03-2025,Returned,356
6190,3799,2274,10-01-2024,28-07-2024,Returned,100
6191,3575,2699,13-06-2023,,Issued,0
6192,3954,2086,14-10-2022,01-03-2025,Returned,1438
6193,3519,2652,20-12-2022,08-07-2024,Returned,832
6194,3026,2156,27-09-2022,21-01-2025,Returned,1394
6195,3749,2217,24-04-2024,22-09-2024,Returned,2
6196,3807,2164,07-06-2023,23-08-2024,Returned,586
6197,3855,2994,12-10-2022,19-11-2024,Returned,1238
6198,3955,2924,26-03-2024,,Issued,0
6199,3538,2838,28-06-2023,13-05-2025,Returned,1070
6200,3337,2479,30-03-2023,02-05-2025,Returned,1228
6201,3289,2321,04-04-2023,08-07-2024,Returned,622
6202,3609,2390,03-11-2023,07-05-2025,Returned,802
6203,3490,2225,08-10-2023,20-10-2024,Returned,456
6204,3178,2605,22-06-2023,26-08-2024,Returned,562
6205,3082,2273,14-06-2022,15-09-2024,Returned,1348
6206,3140,2819,19-01-2023,15-12-2024,Returned,1092
6207,3784,2164,28-12-2022,01-12-2024,Returned,1108
6208,3499,2880,19-12-2023,13-08-2024,Returned,176
6209,3316,2363,02-11-2023,,Issued,0
6210,3367,2288,16-01-2024,14-08-2024,Returned,122
6211,3113,2176,14-10-2022,03-11-2024,Returned,1202
6212,3528,2632,30-06-2022,19-12-2024,Returned,1506
6213,3975,2465,19-04-2023,27-07-2024,Returned,630
6214,3873,2100,11-01-2023,28-05-2025,Returned,1436
6215,3117,2677,09-07-2022,19-09-2024,Returned,1306
6216,3259,2067,24-07-2022,,Issued,0
6217,3952,2452,07-08-2023,01-05-2025,Returned,966
6218,3039,2723,18-06-2023,25-10-2024,Returned,690
6219,3181,2033,03-09-2022,03-08-2024,Returned,1100
6220,3539,2869,22-12-2023,,Issued,0
6221,3007,2243,27-10-2023,24-11-2024,Returned,488
6222,3510,2547,27-09-2022,01-06-2025,Returned,1656
6223,3456,2907,24-12-2023,28-08-2024,Returned,196
6224,3356,2399,05-01-2024,19-12-2024,Returned,398
6225,3232,2250,17-09-2023,11-02-2025,Returned,726
6226,3112,2517,06-08-2022,01-06-2024,Returned,1030
6227,3094,2907,28-06-2022,13-09-2024,Returned,1316
6228,3198,2383,22-12-2023,02-01-2025,Returned,454
6229,3843,2259,01-05-2023,29-06-2024,Returned,550
6230,3734,2679,05-11-2023,27-02-2025,Returned,660
6231,3955,2659,08-05-2024,23-02-2025,Returned,282
6232,3651,2925,20-11-2023,22-08-2024,Returned,252
6233,3854,2587,26-03-2023,06-06-2024,Returned,576
6234,3941,2629,05-11-2022,09-09-2024,Returned,1048
6235,3290,2946,16-11-2022,14-02-2025,Returned,1342
6236,3661,3000,21-10-2023,03-12-2024,Returned,518
6237,3330,2373,12-06-2023,08-04-2025,Returned,1032
6238,3781,2757,16-12-2022,01-04-2025,Returned,1374
6239,3392,2783,23-10-2023,04-09-2024,Returned,334
6240,3533,2632,07-01-2023,21-05-2025,Returned,1430
6241,3051,2768,13-10-2022,,Issued,0
6242,3488,2482,31-10-2023,28-09-2024,Returned,366
6243,3929,2553,02-05-2024,04-06-2024,Returned,0
6244,3270,2229,19-05-2023,25-02-2025,Returned,996
6245,3017,2335,09-10-2022,06-12-2024,Returned,1278
6246,3726,2193,28-01-2023,08-03-2025,Returned,1240
6247,3292,2569,16-04-2023,14-03-2025,Returned,1096
6248,3699,2792,23-02-2024,30-06-2024,Returned,0
6249,3303,2546,14-04-2024,03-03-2025,Returned,346
6250,3149,2915,06-07-2023,20-12-2024,Returned,766
6251,3039,2338,12-07-2023,01-07-2024,Returned,410
6252,3913,2857,07-07-2023,07-06-2024,Returned,372
6253,3690,2015,11-04-2023,18-02-2025,Returned,1058
6254,3665,2873,16-06-2023,14-08-2024,Returned,550
6255,3027,2708,19-06-2023,19-07-2024,Returned,492
6256,3477,2235,02-04-2023,08-07-2024,Returned,626
6257,3391,2592,09-07-2022,,Issued,0
6258,3668,2475,26-06-2023,16-05-2025,Returned,1080
6259,3843,2046,19-10-2023,13-02-2025,Returned,666
6260,3404,2710,12-04-2023,29-08-2024,Returned,710
6261,3075,2784,24-04-2024,,Issued,0
6262,3531,2399,16-01-2023,22-06-2024,Returned,746
6263,3256,2451,22-11-2022,05-10-2024,Returned,1066
6264,3148,2667,20-07-2023,18-10-2024,Returned,612
6265,3512,2266,14-07-2023,10-07-2024,Returned,424
6266,3036,2083,17-07-2022,10-09-2024,Returned,1272
6267,3649,2179,13-01-2023,10-11-2024,Returned,1034
6268,3753,2492,28-02-2023,08-08-2024,Returned,754
6269,3568,2759,02-10-2022,26-05-2025,Returned,1634
6270,3938,2595,10-05-2023,26-06-2024,Returned,526
6271,3389,2727,04-11-2023,13-11-2024,Returned,450
6272,3560,2558,02-02-2023,15-10-2024,Returned,942
6273,3004,2187,19-02-2023,,Issued,0
6274,3183,2856,17-09-2023,25-09-2024,Returned,448
6275,3172,2067,22-02-2024,22-08-2024,Returned,64
6276,3070,2170,22-12-2022,06-03-2025,Returned,1310
6277,3181,2112,21-10-2023,25-02-2025,Returned,686
6278,3282,2133,13-11-2023,28-04-2025,Returned,764
6279,3231,2830,14-10-2023,,Issued,0
6280,3264,2290,18-01-2023,03-04-2025,Returned,1312
6281,3303,2696,07-04-2023,24-05-2025,Returned,1256
6282,3939,2915,27-01-2023,,Issued,0
6283,3912,2753,07-04-2023,12-04-2025,Returned,1172
6284,3697,2340,28-06-2022,25-05-2025,Returned,1824
6285,3334,2305,16-03-2024,22-11-2024,Returned,202
6286,3462,2861,04-04-2023,05-10-2024,Returned,800
6287,3523,2446,13-03-2023,16-07-2024,Returned,682
6288,3851,2338,23-12-2023,12-03-2025,Returned,590
6289,3182,2698,02-04-2023,04-10-2024,Returned,802
6290,3468,2364,03-10-2023,26-04-2025,Returned,842
6291,3995,2446,21-10-2023,05-05-2025,Returned,824
6292,3961,2674,30-12-2022,14-11-2024,Returned,1070
6293,3187,2183,04-05-2024,16-10-2024,Returned,30
6294,3237,2950,02-05-2023,05-09-2024,Returned,684
6295,3991,2618,29-10-2023,01-06-2024,Returned,132
6296,3493,2309,26-12-2022,21-10-2024,Returned,1030
6297,3157,2521,13-11-2022,17-09-2024,Returned,1048
6298,3265,2162,07-08-2022,14-10-2024,Returned,1298
6299,3220,2055,06-11-2022,05-12-2024,Returned,1220
6300,3538,2852,28-10-2022,09-03-2025,Returned,1426
6301,3459,2542,06-01-2023,07-08-2024,Returned,858
6302,3860,2206,15-05-2024,27-06-2024,Returned,0
6303,3566,2568,05-07-2023,,Issued,0
6304,3555,2635,24-07-2023,09-10-2024,Returned,586
6305,3854,2912,23-10-2023,01-08-2024,Returned,266
6306,3517,2104,17-03-2023,15-09-2024,Returned,796
6307,3181,2502,24-01-2023,08-05-2025,Returned,1370
6308,3208,2183,15-05-2023,30-05-2025,Returned,1192
6309,3695,2461,26-03-2023,10-07-2024,Returned,644
6310,3014,2122,27-01-2023,24-02-2025,Returned,1218
6311,3292,2284,27-05-2023,22-10-2024,Returned,728
6312,3229,2677,22-09-2022,21-08-2024,Returned,1098
6313,3791,2512,12-11-2022,19-07-2024,Returned,930
6314,3510,2528,27-01-2024,05-03-2025,Returned,506
6315,3256,2163,23-09-2022,,Issued,0
6316,3160,2846,17-04-2023,06-09-2024,Returned,716
6317,3486,2280,17-09-2022,24-11-2024,Returned,1298
6318,3434,2086,18-03-2024,21-09-2024,Returned,74
